IntegralRankCurrencyName_1300001|元宝榜
Fabao_165|%s阶开启
Fabao_166|%s层解锁
Fabao_167|限量%s/%s
Fabao_168|本日购买已达上限
Fabao_169|%s转开启
Fabao_170|未出战
Fabao_171|%s级开启
Fabao_172|%s件%s星以上灵装全属性增加%s%
Fabao_173|%s级解锁
Fabao_174|只能装备%s类型的圣痕
Fabao_175|当前拥有
Fabao_176|回收可获得
JianWenMainConditionName_0|
JianWenMainConditionName_1|
JianWenMainConditionName_2|境界
JianWenQualityName_0|普通
JianWenQualityName_1|稀有
JianWenQualityName_2|核心
SiShengName_0|青龙
SiShengName_1|白虎
SiShengName_2|朱雀
SiShengName_3|玄武
fb_power|战力：%s
fb_confirm|确认(%s)
fb_go_on|继续(%s)
fb_cur_lv|第%s关
fb_team_waiting|等待小伙伴加入（%s）
fb_str_jifen|奖励积分：%s
fb_str_tip0|已完成该项修炼
fb_win_tip0|恭喜您获得该BOSS最终归属权，以下是归属奖励：
fb_win_tip1|以下是您参与击杀BOSS的奖励：
fb_win_tip2|本次挑战中，你一共造成了#G%s#end点伤害\n获得贡献积分:#G%s#end
fb_win_tip3|通关时间：#G%s#end
fb_win_tip4|您对BOSS造成#G%s#end伤害，排名第#G%s#end，获得以下奖励：
fb_fwt_layer|第%s层
fb_fwt_tip|扫荡至#G第%s层#end，可获得以下奖励:
fb_wst_tip0|2倍扫荡奖励翻倍，并获得额外奖励：
fb_wst_tip1|扫荡至#G第%s层#end，可获得以下奖励
fb_wst_tip2|可扫荡次数不足
fb_wst_tip3|再通关#G%s层#end即可获得一次抽奖机会
fb_wst_tip4|#G已通关最高层#end
fb_wst_tip5|可抽奖次数不足
fb_name0|武神
fb_name1|侍女
fb_name2|金钱
fb_name3|宝石
fb_name4|铸灵
fb_name5|强化
fb_name6|灵宠
fb_name7|飞剑
fb_name8|灵宝
fb_name9|玉扇
fb_name10|灵阵
fb_name11|法器
fb_name12|仙阶
fb_name13|神位
fb_name14|血脉
glove_gem_attr|#G（原石加成 +%s）#end
glove_tips_name|%s原石·%s
glove_tips_msg|%s\n#G已绑定#end\n#R等级%s#end
EmptyPostTips|此处区域可占领，且暂未有人占领，可占领此地，获取收益\n#Y收益一：\n所有经过此地的玩家必须向您支付500信仰可暂居\n收益二：\n占领此处后，每10秒获取额外信仰。您也可放弃占领，马上获取10000信仰\n收益三：\n可获得对应问号球品质的道具奖励
OwnerPostTips|此处已拥有暂居者。\n进行PK，将对暂居者发起挑战，失利者将后退1步\n放弃PK，可与暂居者和平共处，有空位时可成为新的暂居者，无空位时后退1步。同时将支付500信仰
OwnerPostEmptyTips|此处拥有空位并可暂居\n选择暂居此处将占据该位1处位置，后来者可向您发起PK挑战
TrapPostTips|触发陷阱“虚空奇袭”，虚空BOSS来袭。\n避其锋芒，后退3格。\n直面BOSS，挑战成功将解除陷阱，并有几率获得信仰奖励；挑战失败惩罚加倍，后退6格
BenefitPostTips|触发特殊地域“时空隧道”，可额外前进1次\n也可以放弃前进，马上获取10000信仰
OtherBossTips|触发“BOSS挑战”您将面临挑战\n您可以选择直面陷阱，挑战陷阱BOSS\n挑战成功，则免除陷井效果\n挑战失败，将被迫后退3步
FLOOR1|“虚神界”
FLOOR2|“元神界”
FLOOR3|“擎天界”
FLOOR4|“擎天界”
FLOOR5|“擎天界”
FLOOR6|“擎天界”
FLOOR7|“擎天界”
FLOOR8|“擎天界”
FLOOR9|“擎天界”
FLOOR10|“擎天界”
OccupySuccess|占领成功
ParkSuccess|暂居成功
EndTimePre|结束倒计时
SzPropBuy|道具购买
SzPropResolve|道具回收
BtnReuse|回收
LabelMyWar|我的战争
CurPos|当前位置：
MyPre|我的
MyShadowPlayer|我的占领者分身
SelfPos|我的位置：%s
LayerPosContent|%s层%s%s步处
ExchangeCondStepCnt|再前进%s步可兑换
GainSzProp|获得:%s×%s
Tab_GodWar|神座战争
DiceCntLeft|剩余骰子：%s
DiceFuncTip|（长按时间越长力度越大）
SelfGainFaithSpeed|收益:#G%s信仰/10秒#end
SelfFaithCnt|当前信仰：#G%s#end
GainDiceSpeed|每60秒获取%s骰子
GainFaithSpeed|每10秒获取%s信仰
StepFaithCost|移动消耗:#G%s信仰/步#end
FaithCostCnt|消耗: %s信仰
TurnTableCancel|确定放弃幸运转盘吗？
TurnTableUsed|你已经使用过转盘了！
TurnTableFuncTip|摇骰至1点或者4点时可触发转运轮盘！
LayerRank|本层排名
AllRank|全部排名
NoRankData|尚无排名数据
MyRankStr|我的排名：%s
NoRankStr|未上榜
NoRecordData|尚无战争记录
SelfRecord|个人记录
WorldRecord|世界记录
RecordTrapWin|#Y%s#end触发#Y【虚空陷阱】#end，挑战BOSS成功，获得#G%s#end
RecordTrapLose|#Y%s#end触发#Y【虚空陷阱】#end，挑战BOSS失败，后退#R%s#end步
RecordTrapGiveup|#Y%s#end触发#Y【虚空陷阱】#end，放弃挑战BOSS，后退#R%s#end步
RecordTunnelAhead|#Y%s#end运气爆棚，触发#Y【虚空隧道】#end，瞬间前进#G%s#end步
RecordTunnelGiveup|#Y%s#end运气爆棚，触发#Y【虚空隧道】#end，获得#G%s#end
RecordOccupyWin|#Y%s#end于神座战场%s与#Y%s#end触发决斗并取得胜利，成功占领该处
RecordOccupySucceed|#Y%s#end占领了神座战场%s，每10秒额外获得#G%s#end。
RecordParkWin|#Y%s#end于神座战场%s与#Y%s#end触发决斗并取得胜利，成功停驻该处
RecordParkLose|#Y%s#end于神座战场%s与#Y%s#end触发决斗，未能获胜，后退#R%s#end步
RecordLayerChange|#Y%s#end已达到神座战场#Y第%s层%s#end，距离至高神座之位再进一步，胜利在向他招手！
RecordItemUse|#Y%s#end使用#Y%s#end，%s
NoItemCnt|道具数量不足！
OwnItemCnt|拥有数量：%s
ItemResolvePrice|回收价格：%s信仰/个
PricePerItem|%s/个
SzPropUse|使用
SzPropUse5|使用5次
EventGainFaithSpeed|获取:%s信仰/10秒
EventGainFaithCnt|获取:10000信仰
EventBtnOccupy|占领
EventBtnGiveup|放弃
EventBtnPark|暂居
EventBtnNoPK|放弃PK
EventBtnPK|勇敢PK
EventParkRoleCnt|本处暂居者:(%s/%s)
EventParkCost|支付:%s信仰
EventBackSteps|后退3步
EventBossPK|勇敢挑战
EventBossNoPK|放弃挑战
EventMoveOn|继续前进
EventGetFaith|获取信仰
EventGetFaithRwd|获取:10000信仰
EventMoveOnRwd|随机前进1-5步
EventFuncTip|提示：你可以选择适合的道具处理途中的各种触发事件
MatchNumStr|第%s届
InviteCond1|本服战力第一（特权：开局额外获取2000信仰币）
InviteCond2|激活专属神冕（特权：每个神冕+2次摇骰机会）
InviteCond3|穿戴3件神座装备（特权：开局每件获取100信仰币）
InviteCond4|您是神转玩家（特权：神转每重+1次摇骰机会）
CurOwn|当前拥有：
RankReward|排行奖励
ExchangeShop|兑换商店
ExchangeShopFloorName|%s层%s兑换商店
Worshiped|已膜拜
WorshipRwdPre|膜拜奖励
WorshipTimes|被膜拜次数：%s
MatchNumStr2|第\n%s\n届
ActivityCD|活动开启倒计时：\n%s
ActivityNotOpen|活动未开启！
JoinCond|未达到活动参与条件
JoinCond1|参与资格：神转玩家，或拥有3件神座装备，或神冕可直接参与
JoinCond2|本服战力第一且达到8转3重可参与
JoinCond3|活动时段：每周三、五、七    13:45 - 14:00    19:45 - 20:00
JoinCond4|奖励结算：每周结算1次奖励，并发放全服红包雨
GodWar_ITEM_USE_STRS_182001|获得额外骰子数
GodWar_ITEM_USE_STRS_182002|1分钟内免疫所有陷阱
GodWar_ITEM_USE_STRS_182003|获得#Y20000#end信仰币，并回复#Y20%#end血量
GodWar_ITEM_USE_STRS_182004|免费往前移动4步
GodWar_ITEM_USE_STRS_182005|降低当前层其位置前6步玩家#R30%#end血量
GodWar_ITEM_USE_STRS_182006|召唤#RBOSS#end，随机出现在其位置前50步内，经过此位置的玩家将触发#RBOSS挑战#end
GodWar_ITEM_USE_STRS_182007|制造#R陷阱#end，随机放置在其位置后，遭遇此陷阱的玩家将后退#R3#end步
GodWar_ITEM_USE_STRS_182008|所有挑战其的玩家攻击力下降#R50%#end，其攻击力上升#G20%#end
GodWar_RankCondStrs_0|第1名
GodWar_RankCondStrs_1|第2名
GodWar_RankCondStrs_2|第3名
GodWar_RankCondStrs_3|4-6名
GodWar_RankCondStrs_4|7-10名
GodWar_RankCondStrs_5|11-20名
GodWar_RankCondStrs_6|参与奖
HoleBuildName_0|
HoleBuildName_1|主殿
HoleBuildName_2|兽园
HoleBuildName_3|丹炉
HoleBuildName_4|阵塔
HoleBuildName_5|灵脉
HoleAttr_0|容量
HoleAttr_1|速度
HoleAttr_2|战力
HoleAttr_3|成长
LCDnaType_0|麒麟血脉
LCDnaType_1|白虎血脉
LCDnaType_2|毕方血脉
LCDnaType_3|玄武血脉
LCDnaType_4|朱雀血脉
LCDnaType_5|烛龙血脉
LCDnaType_6|穷奇血脉
LCDnaType_7|饕餮血脉
LCDnaType_8|凤凰血脉
LCDnaType_9|真龙血脉
Mail_1|邮件
Mail_2|无附件可领取
Mail_3| 是否删除所有已读信函？\n(不删除含有附件的信函和活动信函)
Mail_4|无邮件删除
Mail_5|当前邮件数量：%s/%s
Mail_6|一键领取
Mail_7|删除已读
Mail_8|附件：
Mail_9|邮件详情
Exit|退出
Share|分享
Confirm|确认
Cancel|取消
Buy|购买
BuyNow|立即购买
RushBuy|立即抢购
MatchNow|立即匹配
Match|匹配
LvUp|升级
AutoUpLv|自动升级
StarUp|升星
LvState|升阶
Reward|奖励
Layer|层数
Chat|聊天
TeamChat|队伍聊天
KuaFu|跨服
School|宗门
Team|战队
Master|师门
Private|私聊
System|系统
Details|详情
Mentor|师徒
YuanShen|元神
CancelShield|取消屏蔽
Shield|屏蔽
Normal|普通
Setting|设置
BlackList|黑名单
Send|发送
FuMo|附魔
Inlay|镶嵌
Replace|替换
OnekeyReplace|一键替换
Equip|装备
Equip2|佩戴
Unload|卸下
Grasp5|领悟五次
Grasp|领悟
GoToGet|获取
Reset|重置
Split|拆除
Wear|穿戴
ShowWorld|展示
UpVip|提升VIP
Comp|合成
OneKeyComp|一键合成
Resolve|分解
Clear|整理
Melt|熔炼
EquipResolve|装备分解
Find|搜索
OneKeyUse|一键使用
OneKeyEquip|一键装备
OneKeyEquip2|一键佩戴
OneKeyLvUp|一键升级
OneKeyActive|一键激活
StopLvUp|停止升级
Use|使用
Back|返回
Lingqu|领取
ConfirmResolve|确定分解
UseNow|立即使用
OneKeySweep|一键扫荡
Sweep|扫荡
DoubleSweep|2倍扫荡
GetReward|领取奖励
GiveUpTask|放弃任务
FreeRefresh|免费刷新
Refresh|刷新
GodUpQua|元宝提品
CancelCall|取消召唤
CallTeam|召唤队友
MyServer|本服
Person|个人
CrossServer|跨服
Call|召唤
KillBang|击杀榜
DieBang|死亡榜
PersonRank|个人排行
SchoolRank|仙宗排行
SchoolRank2|宗门排行
CurServerRank|本服排行
CampRank|阵营排行
GotoHelp|前往支援
Get|领取
Privilege|特权
GoToRecharge|前往充值
Recharge|充值
GoToLook|前往查看
GoToActive|前往激活
GoToXunBao|前往寻宝
StopUpStage|停止进阶
AutoUpStage|自动进阶
No|否
Yes|是
Shuffle|洗练
UpperShuffle|高级洗练
Change|更换
Active|激活
Awake|觉醒
LingZhen|灵阵
Dna|血脉
HeTi|合体
Weapon|玉扇
FaQi|法器
WuShenTitle|神位
Skill|技能
ShiNvTitle|仙阶
FaBao|灵宝
StarStage|星阶
UpStage1|进阶
LingChong|灵宠
WuShen|武神
ShiNv|侍女
SFSL|十方神灵
SSQY|三世奇缘
HHYB|洪荒异宝
Donate|捐献
Goto|前往
Exchange|兑换
FlyUp|飞升
OutTeam|退队
Follow|跟随
Invite|邀请
HasInvite|已邀请
InviteTeam|邀请入队
QuitTeam|退出队伍
KickOutTeam|踢出队伍
Join|加入
ApplyJoin|申请加入
Challenge|挑战
Holding|占领中
UnderAttack|正在被攻击
ChallengeCooling|挑战冷却中
LeagueAply|结盟申请
InitLeague|发起结盟
Aply|申请
HasAply|已申请
Reputation|声望
GongFa|功法
Break|突破
Trial|历练
XJTreasure|仙界寻宝
TeamBoss|妖魔入侵
SchoolBoss|极限挑战
SchoolXinfa|宗门心法
SchoolJuexue|宗门绝学
Schoolshenjue|宗门神决
SchoolGuard|宗门守护
SchoolCityWar|宗门领地战
Leadership|掌门争夺
Close|关闭
Accept|接受
Refuse|拒绝
Select|选择
TrialBoss|试炼BOSS
WorldTree|世界树
Garden|仙圃
XZBag|仙装背包
XLExchange|仙灵石兑换
XZBuy|仙装购买
BuffEffect|BUFF效果
EquipCompound|装备合成
RapidRevive|快速复活
XLGrowth|仙力成长
XLWar|仙灵战场
GetOff|脱下
OneKeyTrace|一键追踪
TeamWareHouse|战队仓库
TeamDonate|战队捐献
Dissolve|解散
Quit|退出
Remove|除名
transfer|转让
Demotion|降职
Promotion|升职
Harvest|收获
Train|培养
LeaveRoom|离开房间
CreateRoom|创建房间
StartFight|开始战斗
QuitJoin|快速加入
Enter|进入
HasTakePartIn|已参赛
TakePartIn|参赛
Waiver|弃权
Collocation|托管
NextRound|下一轮
Confirm2|确定
Leave|离开
HonorShop|荣誉商店
CheckRank|查看排行
SameChallenge|同门挑战
Worship|膜 拜
Modify|修改
Publish|发布
Impeach|弹劾
ViewDetails|查看详情
View|查看
Attention|关注
Marry|求婚
Promote|晋升
GainReputation|获取声望
Create|创建
CreateTeam2|建立战队
CreateTeam3|创建战队
MyTeam|我的战队
Kick|踢
TeamWord|队
Save|保存
RecommendEquip|推荐装配
Pick|摘取
ConfirmSel|确定选择
EnterBattleField|进入战场
Naming|命名
OneKeyBattle|一键上阵
Sow|播种
RemoveTree|移除
ShenBin|神兵
RoleWing|羽翼
FlySword|飞剑
StrgQiLing|最强器灵
ReviveNow|立即复活
WaitRevive|等待复活
PutOn|穿戴
AllGet|全部取出
FreeDraw|免费寻宝
XunbaoOnce|寻宝一次
DrawTen|寻宝10次
DrawFifty|寻宝50次
Rate|概率公示
OneKeyOpen|一键全开
ResetReward|重置奖励
Show|展示
LeaveWord|留言
OneKeyGet|一键领取
RewardRecord|收益记录
FeelingRecord|恩怨录
FindTeam|查找队伍
CreateTeam|创建队伍
GoToKill|前往击杀
FairySkill|仙法
Talent|天赋
Stamina|体术
GodBook|天书
GodChange|神变
GodSkill|神技
XuanGong|玄功
DuJie|渡劫
Immortal|境界
Rein|转生
MonthRew|月卡奖励
WeekRew|周卡奖励
WeekCrad0|超值周卡
WeekCrad1|限时换购
MonthCrad|超值月卡
HeroHalo|主角光环
PassLv|闯关
Preview|功能预览
OnKeyEquip|一键穿戴
Swallow|吞噬
OneKeySwallow|一键吞噬
OneKeyUpStar|一键升星
OneKeySelect|一键选择
OneKeyAdd|一键添加
JoinInVip|加入VIP
OneKeyUpgrade|一键升级
DoubleGet|双倍领取
SingleGet|单倍领取
GetAgain|再领一次
GotoChallenge|前往挑战
GotoBuy|前往购买
NeedStrengthen|我要变强
NeedUpLevel|我要升级
NeedMaterial|我要材料
NeedEquip|我要装备
Agree|同意
BeginChallenge|开始挑战
Up|提升
OneKeyUp|一键提升
Resonance|共鸣
Divorce|确定离别
ConfirmMarry|确定求婚
MarryPost|征婚
ConfirmDonate|确定捐献
GetRedPacket|领红包
DrawNow|立即领取
WorldBoss|世界BOSS
StarBoss|星宿BOSS
CrossServerBoss|跨服BOSS
GodMagic|仙魔乱斗
BaiFuWar|百服大战
MoDi|魔帝陵园
ShenMu|神墓历险
ActiveMonthCard|激活月卡
UnFinish|未达成
SearchGirlFri|寻找伴侣
LongTimeCharge|天天返利
TianJiRank|天机榜
HaoXiaRank|豪侠榜
XunBaoRank|寻宝榜
HaoXiaRew|豪侠返利
XunBaoRew|寻宝返利
ServerBuy|全服团购
XianYuanRank|仙缘榜
RankRew|冲榜返利
RankGift|冲榜礼包
TianJiGe|天机阁
RewPreview|奖励预览
ExchangeStore|兑换商店
JadeStore|仙玉商店
ActBook|激活日记
SchoolBook|开学日记
SchoolCollect|开学集书
TeamBook|战队字库
DonateWord|捐献文字
OptionalRew|自选珍宝
OneDraw|单抽
TenDraw|十连抽
Draw|抽奖
BatchDraw|批量抽奖
WholeHunt|全民狩猎
DropStar|投弹明星
HuntBook|狩猎日志
Spoils|战利品
BomMan|炸弹人
FamousSchool|明星宗门
FamousMan|明星投手
ChristmasRank|圣诞榜
ChristmasTree|圣诞树
ChristmasDraw|圣诞转盘
ChristmasWish|圣诞许愿
Wish|许愿
Day|天
Hours|时
Minute|分
Second|秒
TimeFmtCN|HH时mm分ss秒
TimeFmtDHM|d天H小时m分钟
TimeFmtDHM2|d天H时m分
TimeFmtMS|mm分ss秒
TimeLong|yyyy年MM月dd日
TimeFmtDHM3|dd天HH小时mm分钟
Years|年
Month|月
No|号
Green|绿
Blue|蓝
Purple|紫
Orange|橙
Red|红
Color|彩
Gold|金
Colours|彩
CommonCloseTip|点击其他区域关闭
WaitPosition|虚位以待
LoginNoTip|本次登陆不再提示
RoleAddAttr|为角色加成属性
Male|男性
Female|女性
Power|战力
Cost|消耗
Stage|阶
Lv|级
Times|次
Star|星
Layer|层
Zhuan|转
Wan|万
Value|值
LayerChong|重
CntJian|件
StarLv|星级
GradeLv|等级
LvStage|等阶
Integral|积分
Count|数量
NickName|昵称
Name|名称
CurAttr|当前属性
NextAttr|下级属性
Turn|转
Rein|转生
Realm|境界
UnRein|未转生
AutoFight|秒后自动战斗
AutoJoin|秒后自动加入
FullAutoFight|满员自动战斗
NotTeamLeader|不是队长，无法操作!
RemainTime|剩余时间
MyIntegral|我的积分
RankIntegral|上榜积分
MyAllIntegral|我的总积分
ServerIntegral|本服积分
CurIntegral|当前积分
Rank|排名
Record|战绩
Player|玩家
NearbyPlayer|附近玩家
RankPlayer|排名玩家
MarginField|净胜场
Success|成功
Victory|胜利
Start|开始
End|结束
Failed|失败
Have|拥有
Nothing|无
Attr|属性
PropDesc|道具描述
GainSrc|获取途径
ZhuanShengCond|转生需求
JingjieCond|境界需要
HolyCenterCond|生病阁需要
MaxLv|已满级
MaxLv2|已达最高级
MaxStage|已满阶
HasActive|已激活
HasFinished|已结束
Effective|已生效
HasKill|已击杀
UnActive|未激活
HasOpen|已开启
Opening|开启中
RemainCnt|剩余次数
FuncNotOpen|功能暂未开放！
NotOpen|未开放
NotUnlock|未解锁
NotOnRank|未上榜
MyRank|我的排名
MyLayer|我的层数
MySnowflake|我的雪花
Snowflake|雪花
CurServerRank|本服排名
Binded|已绑定
Getted|已领取
GoldNotEnough|元宝不足
CopperNotEnough|铜钱不足
VipLvNotEnough|VIP等级不足
ComingSoon|敬请期待！
AutoBuy|自动购买
CurEff|当前效果
NextEff|下级效果
ActCond|激活条件
UpLvCond|升级条件
OpenCond|开启条件
Free|免费
Wait|等待
Hurt|伤害
Recommend|推荐
PassTime|通关时间
PassRecord|通关记录
CurChallenge|当前挑战
GetRew|获得奖励
GetShort|获得
CommonPowerTitle|战力
Atk|攻击
Hp|生命
Max_hp|生命
Realdam|真实伤害
Def|防御
Redef|破甲
Crit|暴击
Recr|抗暴
Dodge|闪避
Hit|命中
Imprate|增加伤害
Decrate|减少伤害
Critrate|暴击率
Recrate|抗暴率
Dorate|闪避率
Hitrate|命中率
Crdamrate|暴击伤害
Zhitdamrate|卓越一击
Zhitrate|卓越一击率
Chitrate|超神一击率
Chitdamrate|超神一击
Dragon_rate|神龙一击率
Dragon_imprate|神龙一击增伤
Dragon_extdmg|神龙一击伤害
Pkdamrate|PK增伤
Pkdedamrate|PK减伤
Skidamrate|技能伤害
Sjrealdam|神技无视防御
Sjimprate|神技增伤
Sjcritrate|神技附加暴击率
Exprate|经验收益
Moneyrate|铜币收益
Creditrate|声望收益
Trearate|魅力
Onlytoboss|BOSS增伤
Cdredrate|技能冷却
Xiyourate|稀有掉落
Goddam|武神伤害
Goddamrate|武神伤害
Godcritrate|武神暴击率
Godcritdam|武神暴伤
Godrealdam|武神真伤
Maiddam|侍女伤害
Maiddamrate|侍女伤害
Maidcritrate|侍女暴击率
Maidcritdam|侍女暴伤
Maidrealdam|侍女真伤
Fbdam|灵宝伤害
Fbdamrate|灵宝伤害
Fbcritrate|灵宝暴击率
Fbcritdam|灵宝暴伤
Fbrealdam|灵宝无视防御
P_atk|攻击加成
P_max_hp|生命加成
P_def|防御加成
P_redef|破甲加成
P_crit|暴击加成
P_recr|抗暴加成
P_hit|命中加成
P_dodge|闪避加成
Gold_atk|金攻
Wood_atk|木攻
Water_atk|水攻
Fire_atk|火攻
Soil_atk|土攻
Gold_def|金防
Wood_def|木防
Water_def|水防
Fire_def|火防
Soil_def|土防
P_gold_atk|金系攻击加成
P_wood_atk|木系攻击加成
P_water_atk|水系攻击加成
P_fire_atk|火系攻击加成
P_soil_atk|土系攻击加成
P_gold_def|金系防御加成
P_wood_def|木系防御加成
P_water_def|水系防御加成
P_fire_def|火系防御加成
P_soil_def|土系防御加成
Gold_imprate|金系伤害增加
Wood_imprate|木系伤害增加
Water_imprate|水系伤害增加
Fire_imprate|火系伤害增加
Soil_imprate|土系伤害增加
Gold_decrate|金系伤害减免
Wood_decrate|木系伤害减免
Water_decrate|水系伤害减免
Fire_decrate|火系伤害减免
Soil_decrate|土系伤害减免
Div1rate|神威降临
Div1time|神威持续
Div2rate|神威降临
Div2time|神威持续
Div3rate|神威降临
Div3time|神威持续
Faerie_war_die_no_drop|仙装被爆概率减少
Qilingdam|器灵伤害
Qilingrealdam|器灵真实伤害
P_qilingdam|器灵伤害加成
P_qilingskill|器灵技能伤害加成
Qiling_critrate|器灵暴击率
Qiling_dbhitrate|器灵连击率
Qiling_korate|器灵会心一击率
P_qiling_tratime|变身时间加成
Qiling_addtime|变身时间增加
Qiling_inheritrate|战位继承率
Stop|停止
PropCntLackTip|%s不足
ViewDetail|查看详情
SkillEffect|技能效果
ActivityEndTip|活动已结束！
ActivityRemainTime|活动剩余时间
JoinNow|立即参与
BuyConfirmContent|花费#Y%s%s#end购买#G%s#end
RankNumStr|第%s名
NoChallegeTimes|挑战次数不足
MoneyGold|元宝
MoneyXianyu|仙玉
SuperVip|超
NormalVip|普
Rank1CHN|第一名
One|一
Two|二
Three|三
Four|四
Five|五
ActivityEnd|活动已结束
CountDown|倒计时：
Week_7|周日
Week|周%s
Draw|掉落
BestReward|获得极品奖励
LeftTime|剩余：
RiChang|日 常
Boss|Boss
LiLian|历 练
PaiWei|排 位
KuaFu|跨 服
ToDayAct|今日活动
WeekAct|本周活动
DrawReward|奖励领取成功！
Verify|实名认证奖励
VerifyNow|立即认证
FollowReward|关注奖励
FollowNow|立即关注
AddDesktop|添加到桌面奖励
AddNow|立即添加
InviteReward|邀请奖励
InviteNow|立即邀请
LeftCnt|今日剩余领取次数：%s/3
ShareRewardSucc|分享奖励领取成功！
ShareCountDown|分享倒计时：
CloseCountDown|即将关闭:
ReviveCountDown|%s秒复活
ClassLv| (%s级)
Category|种别：%s
Talent|天赋：%s
ExchangeGold|再兑换%s仙玉,即可获得1次2倍兑换次数
System|系统
SystemAdmin|系统管理员
Face|表情
ExitTips_1|退f斗将作为战败处理，#N是否确认退出？#N(不扣除挑战次数)
ExitTips_2|是否确认退出？#N（活动结束前可再次进入）
ExitTips_3|收益记录中有奖励未领取，#N是否前往领取?
ExitTips_4|是否退出打宝秘境？
ExitTips_5|退出战斗将不能获得任何奖励！#N是否确认退出？#N(不扣除挑战次数)
ExitTips_6|是否提前退出当前闯关BOSS战斗？
ExitTips_7|是否提前退出当前悬赏BOSS战斗？#N将无法获得任何奖励
ExitTips_8|是否提前退出当前组队副本战斗？#N将无法获得后续关卡奖励
ExitTips_9| 退出副本将扣除一次挑战次数，是否继续？
ExitTips_10|退出战斗将作为战败处理，#N是否确认退出？
ExitTips_11|退出场景将作为弃权处理，#N是否确认退出？
ExitTips_12|是否退出五行幻境？
ExitTips_13|退出后将无法获得排名奖励，是否退出？
ExitTips_14|是否退出活动？
ExitTips_15|退出战斗将作为战败处理，#N是否确认退出？#N(退出不会恢复挑战次数)
ExitTips_16|退出仙灵战场后需要等待2分钟才可重新进入
ExitTips_17|退出战斗将作为战败处理，#N是否确认退出？
NotBreakEquip|无可熔炼的装备
Lv|%s关
LvCnt|第%s关
OpenAutoLv|%s关开启自动闯关!
MaxLv|已通关最大关数
FaQiJieMeng|%s秒后可发起结盟
TongYiJieMeng|%s秒后可同意结盟f
WorldBoss|世界BOSS
VipBoss|至尊BOSS
MiJingBoss|秘境BOSS
PersonBoss|个人BOSS
JoinZmzd|您暂未加入宗门，请前往加入，即可参与掌门争夺
JoinChiJi|您暂未加入宗门，请前往加入，即可参与战队吃鸡
JoinYmrq|您暂未加入宗门，请前往加入，即可参与妖魔入侵
Opening|开启中
SignUp|可报名
Qualifiers|预选赛
KnockoutMatch|淘汰赛
OpenCountDown|即将开始
ShenBingActivite|25关可永久激活
ShenBing|神兵·渊虹
GetRewardNow|立即前往领取
JumpLv|%s秒内击败boss可直接跳至%s关
YuanLv|原等级：%s
XianLv|现等级：%s
TiShengLv|提升:%s级
GuaJiExp|挂机经验+%s%
GuaJiCopper|挂机铜币+%s%
OpenLv|%s关开启
RankReward|排名到达第%s名结算奖励
RoleBanned|角色封禁
Price|单价：%s
NoTips|本次登录不再提示
GoldTips|元宝不够花?
Revive|复活了
OffLineTips|背包已满，激活特权卡和提升VIP等级可增加背包容量上限
OffLineTips1|角色等级：
OffLineTips2|经验收益:
OffLineTips3|铜币收益:
OffLineTips4|获得宝箱:
OffLineTips5|获得装备:
OffLineTips6|最多可积累24时00分离线收益时间）
Waiting|等待#G%s#end回应邀请
ReqChanllenge|#G%s#end邀请你一起挑战仙侣副本
ConsumeGo|是否愿意花费600元宝召唤对象分身直接进行挑战
MarryTip|1. 已婚仙侣方可进入副本进行挑战\n2. 进入副本时需召唤夫妻另一方一起进入\n3. 副本每日可挑战%s次\n4. 挑战次数为0时，可帮助仙侣挑战，但不会获得收益
XianYu|%s仙玉
Buyed|您已购买过该礼盒
ChargeEnd|已充值：#G%s元#end
CalCharge|累计充值：#G%s元#end即可领取
Price|原价：%s
LimitBuy|限时：#G%s仙玉#end即可购买
Got|已领取
ClickGet|点击领取
DimGet|立即获取
ChargeMoney|累充%s元
Time|活动倒计时\n
ActEnd|活动已结束
TaskRew|通关奖励
LimitTime|剩余时间
Rank|排名
Name|名字
Damage|伤害
Team|组队邀请
XianYuan|仙缘
Ring|婚戒
XinWu|信物
MarryXinWuTip|结婚后开启【婚戒】
MarryDay|已结婚:%s天
Online|在线
OffLine|离线
LiHunTip|您还未结婚，不可离婚
GetRingReward|领取戒指奖励idx:%slv:%s
LoveValueGift|好感度%s%s#end级礼包
LoveValueGet|好感度%s级能领
Had|拥有:
GetLoveValue|获取好感度
WantToMarry|#B（我也要脱单）#end
MarrySuc|%s和%s喜结连理，激活婚戒与信物，夫妻双方战力共同暴涨！%s
MaxLv|已达最大等级
MarryLvLimit|婚戒等级已达上限，可通过提升共鸣来增加婚戒等级上限
EquipRingTip|装备永恒婚戒或至尊婚戒才可共鸣
CanAct|可激活
NeedActLv|%s级激活
UnAct|未激活
Actived|已激活
ConfrimConsume|确认消耗%s%s#end升级吗？
ActCond|激活条件:婚戒等级达到%s%s级#end
ActLimit|激活条件:%s%s#end
NextEft|下级效果
NowEft|当前效果
EndLv|已满级
Active|激活
UpLv|升级
RingLvLimit|婚戒%s级可以激活
ActSkill|激活%s可激活该技能
Power|战力: %s
XianYuanName|仙缘·%s
Lv|等级：%s
CovName|刻印名: #B%s#end#N刻印时间: #B%s#end#N#Y仙缘侠侣之最才能获得此婚戒,佩戴该刻印上此人之名，#N永世铭记#end
MarryAttr|天作之合:获得夫妻双方仙缘战力总和#G10%#end的额外战力加成#N战力+#G%s#end
